video_id,video_description,video_hashtags,video_view_count,video_like_count,video_share_count,video_comment_count,video_author_id,video_author_nickname,video_create_time,comment_id,comment_text,comment_like_count,comment_timestamp,comment_reply_count,comment_hash,text_length,has_emoji,has_mention,has_hashtag,is_reply,user_id,user_unique_id,user_nickname,user_followers_count,user_following_count,user_video_count,user_verified,user_comment_count_in_dataset,user_duplicate_ratio,user_avg_time_between_comments,seeding_score
7507607959783001351,Khó chịu với mấy người tò mò #vtmgr #viral ,"vtmgr,viral",148700,5725,36,31,6857835345406493698,D.A.T Universe,2025-05-23 18:53:17,7507622189451248402,À rồi 😂,3,2025-05-23 19:48:40,1,d1ce67a40abfcedb56ef9260c3c6730a,7,True,False,False,False,6594396064023003138,hoanghippie444,Hoàng Hippie,160500,841,447,False,1,0.0,0.0,50
